identifier,title,date,creator,venue,url
ajc02802_canasta_2012-06-02,Canasta Live at Schubas Tavern 2012-06-02,6/2/12,Canasta,Schubas Tavern 2012-06-02,https://archive.org/details/ajc02802_canasta_2012-06-02
ajc02803_wooden-rings-2012-06-02,Wooden Rings Live at Schubas Tavern 2012-06-02,6/2/12,Wooden Rings,Schubas Tavern 2012-06-02,https://archive.org/details/ajc02803_wooden-rings-2012-06-02
ajc02804_meganreilly2012-06-09,Megan Reilly Live at Hideout 2012-06-09,6/9/12,Megan Reilly,Hideout 2012-06-09,https://archive.org/details/ajc02804_meganreilly2012-06-09
ajc02805_speckmountain2012-06-09,Speck Mountain Live at Hideout 2012-06-09,6/9/12,Speck Mountain,Hideout 2012-06-09,https://archive.org/details/ajc02805_speckmountain2012-06-09
ajc02806_bitchin-bajas-2012-06-12,Bitchin Bajas Live at The Burlington 2012-06-12,6/12/12,Bitchin Bajas,The Burlington 2012-06-12,https://archive.org/details/ajc02806_bitchin-bajas-2012-06-12
ajc02807_brokeback-2012-06-12,Brokeback Live at Hideout 2012-06-12,6/12/12,Brokeback,Hideout 2012-06-12,https://archive.org/details/ajc02807_brokeback-2012-06-12
ajc02808_man-forever-2012-06-12,Man Forever Live at The Burlington 2012-06-12,6/12/12,Man Forever,The Burlington 2012-06-12,https://archive.org/details/ajc02808_man-forever-2012-06-12
ajc02809_pinback2012-06-17.ajcproject,Pinback Live at Bottom Lounge on 2012-06-17,6/17/12,Pinback,Bottom Lounge,https://archive.org/details/ajc02809_pinback2012-06-17.ajcproject
ajc02810_timkinsella2012-06-17,Tim Kinsella Live at Bottom Lounge 2012-06-17,6/17/12,Tim Kinsella,Bottom Lounge 2012-06-17,https://archive.org/details/ajc02810_timkinsella2012-06-17
ajc02811_astrobrite-2012-06-21,Astrobrite Live at Late Bar 2012-06-21,6/21/12,Astrobrite,Late Bar 2012-06-21,https://archive.org/details/ajc02811_astrobrite-2012-06-21
ajc02812_cinchel-2012-06-21,Cinchel Live at Late Bar 2012-06-21,6/21/12,Cinchel,Late Bar 2012-06-21,https://archive.org/details/ajc02812_cinchel-2012-06-21
ajc02813_innkeepers-2012-06-22,INNKEEPERS Live at Subterranean 2012-06-22,6/22/12,INNKEEPERS,Subterranean 2012-06-22,https://archive.org/details/ajc02813_innkeepers-2012-06-22
ajc02814_dinosaur-jr-2012-06-22,Dinosaur Jr. Live at Subterranean 2012-06-22,6/22/12,Dinosaur Jr.,Subterranean 2012-06-22,https://archive.org/details/ajc02814_dinosaur-jr-2012-06-22
ajc02815_dinosaur-jr-2012-06-23,Dinosaur Jr. Live at Green Music Festival 2012-06-23,6/23/12,Dinosaur Jr.,Green Music Festival 2012-06-23,https://archive.org/details/ajc02815_dinosaur-jr-2012-06-23
ajc02816_owen2012-06-30,Owen Live at Schubas Tavern 2012-06-30,6/30/12,Owen,Schubas Tavern 2012-06-30,https://archive.org/details/ajc02816_owen2012-06-30
ajc02817_therutabega2012-06-30,The Rutabega Live at Schubas Tavern 2012-06-30,6/30/12,The Rutabega,Schubas Tavern 2012-06-30,https://archive.org/details/ajc02817_therutabega2012-06-30
ajc02818_human-elephant-2012-07-01,The Human Elephant Live at Saki 2012-07-01,7/1/12,The Human Elephant,Saki 2012-07-01,https://archive.org/details/ajc02818_human-elephant-2012-07-01
ajc02819_jack-ace-2012-07-01,Jack & Ace Live at Saki 2012-07-01,7/1/12,Jack & Ace,Saki 2012-07-01,https://archive.org/details/ajc02819_jack-ace-2012-07-01
ajc02820_disappears-2012-07-20,Disappears Live at Empty Bottle 2012-07-20,7/20/12,Disappears,Empty Bottle 2012-07-20,https://archive.org/details/ajc02820_disappears-2012-07-20
ajc02821_disappears-2012-07-20,Disappears Live at Milwaukee Avenue Arts Festival 2012-07-20,7/20/12,Disappears,Milwaukee Avenue Arts Festival 2012-07-20,https://archive.org/details/ajc02821_disappears-2012-07-20
ajc02822_radar-eyes-2012-07-20,Radar Eyes Live at Empty Bottle 2012-07-20,7/20/12,Radar Eyes,Empty Bottle 2012-07-20,https://archive.org/details/ajc02822_radar-eyes-2012-07-20
ajc02823_jlangford2012-07-20.ajcproject,Jon Langford and Martin Billheimer's Story Night Live at Hideout on 2012-07-20,7/20/12,Jon Langford,Hideout,https://archive.org/details/ajc02823_jlangford2012-07-20.ajcproject
ajc02824_chrisscruggs2012-07-22-early,Chris Scruggs Live at Hideout (Early Show) 2012-07-22,7/22/12,Chris Scruggs,Hideout (Early Show) 2012-07-22,https://archive.org/details/ajc02824_chrisscruggs2012-07-22-early
ajc02825_chrisscruggs2012-07-22-late,Chris Scruggs Live at Hideout (Late Show) 2012-07-22,7/22/12,Chris Scruggs,Hideout (Late Show) 2012-07-22,https://archive.org/details/ajc02825_chrisscruggs2012-07-22-late
ajc02826_kelly-hogan_2012-07-22,Kelly Hogan Live at Hideout (Early Show) 2012-07-22,7/22/12,Kelly Hogan,Hideout (Early Show) 2012-07-22,https://archive.org/details/ajc02826_kelly-hogan_2012-07-22
ajc02828_dot-dot-dot-2012-07-27,Dot Dot Dot Live at Mayne Stage 2012-07-27,7/27/12,Dot Dot Dot,Mayne Stage 2012-07-27,https://archive.org/details/ajc02828_dot-dot-dot-2012-07-27
ajc02829_birthmark_2012-08-13,Birthmark Live at Empty Bottle 2012-08-13,8/13/12,Birthmark,Empty Bottle 2012-08-13,https://archive.org/details/ajc02829_birthmark_2012-08-13
ajc02830_mazes_2012-08-13,Mazes Live at Empty Bottle 2012-08-13,8/13/12,Mazes,Empty Bottle 2012-08-13,https://archive.org/details/ajc02830_mazes_2012-08-13
ajc02831_thin-hymns-2012-08-13,Thin Hymns Live at Empty Bottle 2012-08-13,8/13/12,Thin Hymns,Empty Bottle 2012-08-13,https://archive.org/details/ajc02831_thin-hymns-2012-08-13
ajc02832_circle-of-buzzards-2012-08-16,Circle of Buzzards Live at Schubas Tavern 2012-08-16,8/16/12,Circle of Buzzards,Schubas Tavern 2012-08-16,https://archive.org/details/ajc02832_circle-of-buzzards-2012-08-16
ajc02833_lou-barlow-2012-08-16,Lou Barlow Live at Schubas Tavern 2012-08-16,8/16/12,Lou Barlow,Schubas Tavern 2012-08-16,https://archive.org/details/ajc02833_lou-barlow-2012-08-16
ajc02834_sebadoh-2012-08-16,Sebadoh Live at Schubas Tavern 2012-08-16,8/16/12,Sebadoh,Schubas Tavern 2012-08-16,https://archive.org/details/ajc02834_sebadoh-2012-08-16
ajc02835_eef-barzelay-2012-08-17,Eef Barzelay and Bobby Bare Jr. Live at Schubas Tavern 2012-08-17,8/17/12,Eef Barzelay and Bobby Bare Jr.,Schubas Tavern 2012-08-17,https://archive.org/details/ajc02835_eef-barzelay-2012-08-17
ajc02836_football-2012-08-17,Football Live at Empty Bottle 2012-08-17,8/17/12,Football,Empty Bottle 2012-08-17,https://archive.org/details/ajc02836_football-2012-08-17
ajc02837_mannequin-men-2012-08-17,Mannequin Men Live at Empty Bottle 2012-08-17,8/17/12,Mannequin Men,Empty Bottle 2012-08-17,https://archive.org/details/ajc02837_mannequin-men-2012-08-17
ajc02838_outerminds2012-08-17,Outer Minds Live at Empty Bottle 2012-08-17,8/17/12,Outer Minds,Empty Bottle 2012-08-17,https://archive.org/details/ajc02838_outerminds2012-08-17
ajc02839_rick-rizzo-2012-08-28,Rick Rizzo Live at Hideout 2012-08-28,8/28/12,Rick Rizzo,Hideout 2012-08-28,https://archive.org/details/ajc02839_rick-rizzo-2012-08-28
ajc02840_bleeding_rainbow_2012-09-01,Bleeding Rainbow Live at Schubas Tavern 2012-09-01,9/1/12,Bleeding Rainbow,Schubas Tavern 2012-09-01,https://archive.org/details/ajc02840_bleeding_rainbow_2012-09-01
ajc02841_eternal_summers_2012-09-01,Eternal Summers Live at Schubas Tavern 2012-09-01,9/1/12,Eternal Summers,Schubas Tavern 2012-09-01,https://archive.org/details/ajc02841_eternal_summers_2012-09-01
ajc02842_star-tropics-2012-09-01,Star Tropics Live at Schubas Tavern 2012-09-01,9/1/12,Star Tropics,Schubas Tavern 2012-09-01,https://archive.org/details/ajc02842_star-tropics-2012-09-01
ajc02843_carefulq2012-09-09,Careful Q Live at Township 2012-09-09,9/9/12,Careful Q,Township 2012-09-09,https://archive.org/details/ajc02843_carefulq2012-09-09
ajc02844_claire_fisher_2012-09-09,Claire Fisher Live at Township 2012-09-09,9/9/12,Claire Fisher,Township 2012-09-09,https://archive.org/details/ajc02844_claire_fisher_2012-09-09
ajc02845_jack-ace-2012-09-09,Jack & Ace Live at Township 2012-09-09,9/9/12,Jack & Ace,Township 2012-09-09,https://archive.org/details/ajc02845_jack-ace-2012-09-09
ajc02846_kingofspain2012-09-09,King of Spain Live at Township 2012-09-09,9/9/12,King of Spain,Township 2012-09-09,https://archive.org/details/ajc02846_kingofspain2012-09-09
ajc02847_thepeekaboos2012-09-09,The Peekaboos Live at Township 2012-09-09,9/9/12,The Peekaboos,Township 2012-09-09,https://archive.org/details/ajc02847_thepeekaboos2012-09-09
ajc02848_hf2012-09-13.ajcproject,The Handsome Family Live at Saki on 2012-09-13,9/13/12,The Handsome Family,Saki,https://archive.org/details/ajc02848_hf2012-09-13.ajcproject
ajc02849_guitarkestra2012-09-14,Guitarkestra Live at Hideout Block Party 2012-09-14,9/14/12,Guitarkestra,Hideout Block Party 2012-09-14,https://archive.org/details/ajc02849_guitarkestra2012-09-14
ajc02850_like-pioneers-2012-09-15,Like Pioneers Live at Bottom Lounge 2012-09-15,9/15/12,Like Pioneers,Bottom Lounge 2012-09-15,https://archive.org/details/ajc02850_like-pioneers-2012-09-15
ajc02851_promise_ring_2012-09-15,The Promise Ring Live at Bottom Lounge 2012-09-15,9/15/12,The Promise Ring,Bottom Lounge 2012-09-15,https://archive.org/details/ajc02851_promise_ring_2012-09-15
ajc02852_chomp2012-09-18,Chomp Live at Lincoln Hall 2012-09-18,9/18/12,Chomp,Lincoln Hall 2012-09-18,https://archive.org/details/ajc02852_chomp2012-09-18
ajc02853_cloud-nothings-2012-09-18,Cloud Nothings Live at Lincoln Hall 2012-09-18,9/18/12,Cloud Nothings,Lincoln Hall 2012-09-18,https://archive.org/details/ajc02853_cloud-nothings-2012-09-18
ajc02854_coffin_ships_2012-09-18,Coffin Ships Live at Lincoln Hall 2012-09-18,9/18/12,Coffin Ships,Lincoln Hall 2012-09-18,https://archive.org/details/ajc02854_coffin_ships_2012-09-18
ajc02855_bearclaw2012-09-29,Bear Claw Live at Lincoln Hall 2012-09-29,9/29/12,Bear Claw,Lincoln Hall 2012-09-29,https://archive.org/details/ajc02855_bearclaw2012-09-29
ajc02856_mob2012-09-29.ajcproject,Mission of Burma Live at Lincoln Hall on 2012-09-29,9/29/12,Mission of Burma,Lincoln Hall,https://archive.org/details/ajc02856_mob2012-09-29.ajcproject
ajc02857_rick-rizzo-2012-10-09,Rick Rizzo Live at Hideout 2012-10-09,10/9/12,Rick Rizzo,Hideout 2012-10-09,https://archive.org/details/ajc02857_rick-rizzo-2012-10-09
ajc02858_heligoats2012-10-25,The Heligoats Live at Hideout 2012-10-25,10/25/12,The Heligoats,Hideout 2012-10-25,https://archive.org/details/ajc02858_heligoats2012-10-25
ajc02859_matt-arbogast-2012-10-25,Matt Arbogast Live at Hideout 2012-10-25,10/25/12,Matt Arbogast,Hideout 2012-10-25,https://archive.org/details/ajc02859_matt-arbogast-2012-10-25
ajc02860_squares2012-10-25,Squares Live at Hideout 2012-10-25,10/25/12,Squares,Hideout 2012-10-25,https://archive.org/details/ajc02860_squares2012-10-25
ajc02861_loudonwainwrightiii2012-04-21,Loudon Wainwright III Live at Old Town School of Folk Music 2012-04-21,4/21/12,Loudon Wainwright III,Old Town School of Folk Music 2012-04-21,https://archive.org/details/ajc02861_loudonwainwrightiii2012-04-21
ajc02862_wilco-2011-12-13,Wilco Live at Riviera Theatre 2011-12-13,12/13/11,Wilco,Riviera Theatre 2011-12-13,https://archive.org/details/ajc02862_wilco-2011-12-13
ajc02863_loudonwiii_2013-10-19,Loudon Wainwright III Live at Evanston S.P.A.C.E. 2013-10-19,10/19/13,Loudon Wainwright III,Evanston S.P.A.C.E. 2013-10-19,https://archive.org/details/ajc02863_loudonwiii_2013-10-19
ajc02864_loudon-wainwright-iii-2019-09-25,Loudon Wainwright III Live at Old Town School of Folk Music 2017-09-25,9/25/17,Loudon Wainwright III,Old Town School of Folk Music 2017-09-25,https://archive.org/details/ajc02864_loudon-wainwright-iii-2019-09-25
ajc02865_mt-egypt-2006-06-07,Mt. Egypt Live at Schubas Tavern 2006-06-07,6/7/06,Mt. Egypt,Schubas Tavern 2006-06-07,https://archive.org/details/ajc02865_mt-egypt-2006-06-07
ajc02866_band-of-horses-2006-06-07,Band of Horses Live at Schubas Tavern 2006-06-07,6/7/06,Band of Horses,Schubas Tavern 2006-06-07,https://archive.org/details/ajc02866_band-of-horses-2006-06-07
ajc02867_neko-case-her-boyfriends-2001-08-05,Neko Case & Her Boyfriends Live at Schubas Tavern (Outside) 2001-08-05,8/5/01,Neko Case & Her Boyfriends,Schubas Tavern (Outside) 2001-08-05,https://archive.org/details/ajc02867_neko-case-her-boyfriends-2001-08-05
ajc02868_corn-sisters-2001-10-14,Corn Sisters Live at Hideout 2001-10-14,10/14/01,Corn Sisters,Hideout 2001-10-14,https://archive.org/details/ajc02868_corn-sisters-2001-10-14
ajc02869_neko-case-her-boyfriends-2001-01-29,Neko Case & Her Boyfriends Live at Hideout 2001-01-29,1/29/01,Neko Case & Her Boyfriends,Hideout 2001-01-29,https://archive.org/details/ajc02869_neko-case-her-boyfriends-2001-01-29
ajc02870_tracy-chapman-1988-05-07,Tracy Chapman Live at Cabaret Metro 1988-05-07,5/7/88,Tracy Chapman,Cabaret Metro 1988-05-07,https://archive.org/details/ajc02870_tracy-chapman-1988-05-07
ajc02871_theymightbegiants1988-04-15,They Might Be Giants Live at Cubby Bear 1988-04-15,4/15/88,They Might Be Giants,Cubby Bear 1988-04-15,https://archive.org/details/ajc02871_theymightbegiants1988-04-15
ajc02872_theymightbegiants1988-10-28,They Might Be Giants Live at Cabaret Metro 1988-10-28,10/28/88,They Might Be Giants,Cabaret Metro 1988-10-28,https://archive.org/details/ajc02872_theymightbegiants1988-10-28
ajc02873_theymightbegiants1988-12-16early,They Might Be Giants Live at Cabaret Metro (Early Show) 1988-12-16,12/16/88,They Might Be Giants,Cabaret Metro (Early Show) 1988-12-16,https://archive.org/details/ajc02873_theymightbegiants1988-12-16early
ajc02874_theymightbegiants1988-12-16late,They Might Be Giants Live at Cabaret Metro (Late Show) 1988-12-16,12/16/88,They Might Be Giants,Cabaret Metro (Late Show) 1988-12-16,https://archive.org/details/ajc02874_theymightbegiants1988-12-16late
ajc02875_shonenknife1994-04-29,"Shonen Knife Live at Norris Center, Northwestern University 1994-04-29",4/29/94,Shonen Knife,"Norris Center, Northwestern University 1994-04-29",https://archive.org/details/ajc02875_shonenknife1994-04-29
ajc02876_shonenknife1995-12-12,Shonen Knife Live at Lounge Ax 1995-12-12,12/12/95,Shonen Knife,Lounge Ax 1995-12-12,https://archive.org/details/ajc02876_shonenknife1995-12-12
ajc02890_vc1991-04-02.ajcproject,"Vic Chesnutt Live at McCormick Aud., Northwestern Univ. on 1991-04-02",4/2/91,Vic Chesnutt,"McCormick Aud., Northwestern Univ.",https://archive.org/details/ajc02890_vc1991-04-02.ajcproject
ajc02891_chia_pet_1990-12-31,Chia Pet Live at Dreamerz 1990-12-31,12/31/90,Chia Pet,Dreamerz 1990-12-31,https://archive.org/details/ajc02891_chia_pet_1990-12-31
ajc02892_chia_pet_1995-12-22,Chia Pet Live at Metro 1995-12-22,12/22/95,Chia Pet,Metro 1995-12-22,https://archive.org/details/ajc02892_chia_pet_1995-12-22
ajc02893_chickenscratch1992-03-21,Chicken Scratch Live at Lounge Ax 1992-03-21,3/21/92,Chicken Scratch,Lounge Ax 1992-03-21,https://archive.org/details/ajc02893_chickenscratch1992-03-21
ajc02898_ray-davies-1996-11-16,Ray Davies Live at Buddy Guy's Legends (WXRT) 1996-11-16,11/16/96,Ray Davies,Buddy Guy's Legends (WXRT) 1996-11-16,https://archive.org/details/ajc02898_ray-davies-1996-11-16
ajc02899_destroyer-2001-10-08,Destroyer Live at Schubas Tavern 2001-10-08,10/8/01,Destroyer,Schubas Tavern 2001-10-08,https://archive.org/details/ajc02899_destroyer-2001-10-08
ajc02900_destroyer-2002-10-21,Destroyer Live at Abbey Pub 2002-10-21,10/21/02,Destroyer,Abbey Pub 2002-10-21,https://archive.org/details/ajc02900_destroyer-2002-10-21
ajc02901_sarah-harmer-2006-03-29,Sarah Harmer Live at Schubas Tavern 2006-03-29,3/29/06,Sarah Harmer,Schubas Tavern 2006-03-29,https://archive.org/details/ajc02901_sarah-harmer-2006-03-29
ajc02902_sarah-harmer-2006-03-30,Sarah Harmer Live at Schubas Tavern 2006-03-30,3/30/06,Sarah Harmer,Schubas Tavern 2006-03-30,https://archive.org/details/ajc02902_sarah-harmer-2006-03-30
ajc02904_ray-davies-1995-10-17,Ray Davies Live at Fresh Air on WBEZ 1995-10-17,10/17/95,Ray Davies,Fresh Air on WBEZ 1995-10-17,https://archive.org/details/ajc02904_ray-davies-1995-10-17
ajc02905_runon1995-07-01,Run On Live at Empty Bottle 1995-07-01,7/1/95,Run On,Empty Bottle 1995-07-01,https://archive.org/details/ajc02905_runon1995-07-01
ajc02906_runon1995-10-07,Run On Live at Lounge Ax 1995-10-07,10/7/95,Run On,Lounge Ax 1995-10-07,https://archive.org/details/ajc02906_runon1995-10-07
ajc02907_runon1994-10-29,Run On Live at Empty Bottle 1994-10-29,10/29/94,Run On,Empty Bottle 1994-10-29,https://archive.org/details/ajc02907_runon1994-10-29
ajc02908_runon1995-06-25,Run On Live at Ajax Records 1995-06-25,6/25/95,Run On,Ajax Records 1995-06-25,https://archive.org/details/ajc02908_runon1995-06-25
ajc02909_wildcarnation1994-10-14,Wild Carnation Live at Empty Bottle 1994-10-14,10/14/94,Wild Carnation,Empty Bottle 1994-10-14,https://archive.org/details/ajc02909_wildcarnation1994-10-14
ajc02910_wildcarnation1995-06-23,Wild Carnation Live at Lounge Ax 1995-06-23,6/23/95,Wild Carnation,Lounge Ax 1995-06-23,https://archive.org/details/ajc02910_wildcarnation1995-06-23
ajc02911_wildcarnation1995-09-02,Wild Carnation Live at Empty Bottle 1995-09-02,9/2/95,Wild Carnation,Empty Bottle 1995-09-02,https://archive.org/details/ajc02911_wildcarnation1995-09-02
ajc02912_low1997-11-07.ajcproject,Low Live at Lounge Ax on 1997-11-07,11/7/97,Low,Lounge Ax,https://archive.org/details/ajc02912_low1997-11-07.ajcproject
ajc02913_low1998-04-03.ajcproject,Low Live at Metro on 1998-04-03,4/3/98,Low,Metro,https://archive.org/details/ajc02913_low1998-04-03.ajcproject
ajc02914_low1998-10-10.ajcproject,Low Live at Schubas Tavern on 1998-10-10,10/10/98,Low,Schubas Tavern,https://archive.org/details/ajc02914_low1998-10-10.ajcproject
ajc02915_the-swords-project-2003-10-16,The Swords Project Live at Abbey Pub 2003-10-16,10/16/03,The Swords Project,Abbey Pub 2003-10-16,https://archive.org/details/ajc02915_the-swords-project-2003-10-16
ajc02916_theswordsproject2002-03-22,The Swords Project Live at Schubas Tavern 2002-03-22,3/22/02,The Swords Project,Schubas Tavern 2002-03-22,https://archive.org/details/ajc02916_theswordsproject2002-03-22
ajc02917_theswordsproject2003-07-29,The Swords Project Live at Schubas Tavern 2003-07-29,7/29/03,The Swords Project,Schubas Tavern 2003-07-29,https://archive.org/details/ajc02917_theswordsproject2003-07-29
ajc02918_sybris2006-08-31,Sybris Live at Hideout 2006-08-31,8/31/06,Sybris,Hideout 2006-08-31,https://archive.org/details/ajc02918_sybris2006-08-31
ajc02919_syrupusa1997-10-31,Syrup USA Live at Lounge Ax 1997-10-31,10/31/97,Syrup USA,Lounge Ax 1997-10-31,https://archive.org/details/ajc02919_syrupusa1997-10-31
ajc02920_syrupusa1998-03-12,Syrup USA Live at Lounge Ax 1998-03-12,3/12/98,Syrup USA,Lounge Ax 1998-03-12,https://archive.org/details/ajc02920_syrupusa1998-03-12
ajc02921_tahiti80_2001-03-16,Tahiti 80 Live at Metro 2001-03-16,3/16/01,Tahiti 80,Metro 2001-03-16,https://archive.org/details/ajc02921_tahiti80_2001-03-16
ajc02922_tahiti80_2000-09-10,Tahiti 80 Live at Schubas Tavern 2000-09-10,9/10/00,Tahiti 80,Schubas Tavern 2000-09-10,https://archive.org/details/ajc02922_tahiti80_2000-09-10
ajc02923_takingpictures2000-03-03,Taking Pictures Live at Empty Bottle 2000-03-03,3/3/00,Taking Pictures,Empty Bottle 2000-03-03,https://archive.org/details/ajc02923_takingpictures2000-03-03
ajc02944_anniversary2001-04-08.ajcproject,The Anniversary Live at Metro on 2001-04-08,4/8/01,The Anniversary,Metro,https://archive.org/details/ajc02944_anniversary2001-04-08.ajcproject
ajc02945_anniversary2002-05-26.ajcproject,The Anniversary Live at Abbey Pub on 2002-05-26,5/26/02,The Anniversary,Abbey Pub,https://archive.org/details/ajc02945_anniversary2002-05-26.ajcproject
ajc02946_grimble_grumble_2012-11-02,Grimble Grumble Live at Saki 2012-11-02,11/2/12,Grimble Grumble,Saki 2012-11-02,https://archive.org/details/ajc02946_grimble_grumble_2012-11-02
ajc02947_randall_pike_2012-11-02,Randall Pike Live at Saki 2012-11-02,11/2/12,Randall Pike,Saki 2012-11-02,https://archive.org/details/ajc02947_randall_pike_2012-11-02
